"eventid","iyear","imonth","iday","country","country_txt","region","region_txt","city","latitude","longitude","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","natlty1","natlty1_txt","guncertain1","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weapdetail","nkill","nwound","ishostkid","ransom"
199704290002,1997,4,29,153,"Pakistan",6,"South Asia","Phool Nagar",31.21,73.94,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,,0,0
199704290003,1997,4,29,159,"Peru",3,"South America","Arequipa",-16.41,-71.54,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",159,"Peru",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199704290004,1997,4,29,185,"Spain",8,"Western Europe","Renteria",43.31,-1.9,0,0,0,3,"Bombing/Explosion",20,"Unknown",,".",185,"Spain",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",0,0,0,0
199704290005,1997,4,29,186,"Sri Lanka",6,"South Asia","Vavuniya",8.74,80.48,0,1,0,1,"Assassination",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",186,"Sri Lanka",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199704290006,1997,4,29,228,"Yemen",10,"Middle East & North Africa","Hajjah",15.69,43.6,0,1,0,2,"Armed Assault",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",228,"Yemen",0,5,"Firearms",5,"Unknown Gun Type","Firearm",4,0,0,0
199704290007,1997,4,29,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",81,"Museum/Cultural Center/Cultural House",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,2,0,0
199704290009,1997,4,29,45,"Colombia",3,"South America","Rio Viejo",8.59,-73.84,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,60,0,0
199704300001,1997,4,30,92,"India",6,"South Asia","Saphermaina",,,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",9,15,0,0
199704300002,1997,4,30,102,"Jordan",10,"Middle East & North Africa","Umm Qais",32.66,35.68,0,1,0,2,"Armed Assault",18,"Tourists",96,"Tour Bus/Van",97,"Israel",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",0,1,0,0
199704300003,1997,4,30,153,"Pakistan",6,"South Asia","Lahore",31.55,74.36,0,1,0,2,"Armed Assault",1,"Business",5,"Industrial/Textiles/Factory",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,,0,0
199704300004,1997,4,30,153,"Pakistan",6,"South Asia","Chiniot",31.72,72.98,0,1,0,2,"Armed Assault",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",3,2,0,0
199704300005,1997,4,30,153,"Pakistan",6,"South Asia","Burewala",30.16,72.68,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,1,0,0
199704300006,1997,4,30,155,"West Bank and Gaza Strip",10,"Middle East & North Africa","Hebron",31.53,35.1,0,1,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",97,"Israel",0,8,"Incendiary",18,"Arson/Fire","Fure bomb",0,0,0,0
199704300007,1997,4,30,155,"West Bank and Gaza Strip",10,"Middle East & North Africa","Hebron",31.53,35.1,0,1,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",97,"Israel",0,8,"Incendiary",18,"Arson/Fire","Fure bomb",0,0,0,0
199704300008,1997,4,30,167,"Russia",9,"Eastern Europe","Mozdok",43.65,44.68,0,1,0,2,"Armed Assault",2,"Government (General)",18,"Government Personnel (excluding police, military)",167,"Russia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",2,0,0,0
199704300009,1997,4,30,202,"Tajikistan",7,"Central Asia","Khujand",40.28,69.63,0,0,0,1,"Assassination",2,"Government (General)",17,"Head of State",202,"Tajikistan",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",2,2,0,0
199704300010,1997,4,30,209,"Turkey",10,"Middle East & North Africa","Izmir",38.43,27.14,0,1,0,7,"Facility/Infrastructure Attack",8,"Educational Institution",49,"School/University/Educational Building",69,"France",0,8,"Incendiary",18,"Arson/Fire","Fure bomb",0,0,0,0
199704300011,1997,4,30,209,"Turkey",10,"Middle East & North Africa","Hakkari",37.58,43.74,0,1,0,9,"Unknown",17,"Terrorists/Non-State Militia",94,"Non-State Militia",209,"Turkey",0,13,"Unknown",,".",,4,0,0,0
199704300012,1997,4,30,228,"Yemen",10,"Middle East & North Africa","Unknown",13.18,44.63,0,1,0,2,"Armed Assault",2,"Government (General)",19,"Election-related",228,"Yemen",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,4,0,0
199704300013,1997,4,30,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers",6,"Algeria",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199705010001,1997,5,1,115,"Lithuania",9,"Eastern Europe","Vilnius",54.69,25.28,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",115,"Lithuania",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,0,0,0
199705010002,1997,5,1,138,"Myanmar",5,"Southeast Asia","Myiek-Tanin Thayee Wey Water",12.44,98.61,0,1,0,6,"Hostage Taking (Kidnapping)",11,"Maritime",57,"Civilian Maritime",138,"Myanmar",0,13,"Unknown",,".",,0,0,1,0
199705010003,1997,5,1,26,"Bolivia",3,"South America","Oruro",-17.97,-67.12,0,0,0,3,"Bombing/Explosion",2,"Government (General)",14,"Judge/Attorney/Court",26,"Bolivia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705010004,1997,5,1,45,"Colombia",3,"South America","Carmen",,,0,1,0,3,"Bombing/Explosion",21,"Utilities",108,"Oil",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",,,0,0
199705020001,1997,5,2,160,"Philippines",5,"Southeast Asia","Cotabato City",7.22,124.25,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",72,"Farmer",160,"Philippines",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,1,0
199705020002,1997,5,2,209,"Turkey",10,"Middle East & North Africa","Istanbul",41.01,28.95,0,1,0,7,"Facility/Infrastructure Attack",10,"Journalists & Media",55,"Television Journalist/Staff/Facility",209,"Turkey",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199705020003,1997,5,2,6,"Algeria",10,"Middle East & North Africa","Unknown",,,0,1,0,3,"Bombing/Explosion",21,"Utilities",107,"Electricity",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",9,32,0,0
199705020004,1997,5,2,45,"Colombia",3,"South America","Bogota",4.6,-74.08,0,1,0,9,"Unknown",10,"Journalists & Media",55,"Television Journalist/Staff/Facility",45,"Colombia",0,13,"Unknown",,".",,0,0,0,0
199705030001,1997,5,3,185,"Spain",8,"Western Europe","Ciervana",43.35,-3.09,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers",185,"Spain",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199705030002,1997,5,3,45,"Colombia",3,"South America","Puerto Santander",8.36,-72.41,0,1,0,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",0,3,0,0
199705030003,1997,5,3,45,"Colombia",3,"South America","Tetuan",3.87,-75.53,0,1,0,9,"Unknown",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,13,"Unknown",,".",,6,,0,0
199705030004,1997,5,3,45,"Colombia",3,"South America","Cienaga district",11.01,-74.25,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",7,0,0,0
199705030005,1997,5,3,45,"Colombia",3,"South America","Cienaga district",11.01,-74.25,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",7,0,0,0
199705030006,1997,5,3,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,1,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705030007,1997,5,3,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,1,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705030008,1997,5,3,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,0,1,0,3,"Bombing/Explosion",6,"Airports & Aircraft",43,"Airline Officer/Personnel",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705030009,1997,5,3,217,"United States",1,"North America","Colorado Springs",38.86,-104.76,0,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",21,"Government Building/Facility/Office",217,"United States",0,8,"Incendiary",20,"Gasoline or Alcohol","Gasoline ignited by a timing device",0,1,0,0
199705040001,1997,5,4,159,"Peru",3,"South America","Santa Lucia",-15.7,-70.61,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",159,"Peru",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199705040002,1997,5,4,160,"Philippines",5,"Southeast Asia","Ipil",7.78,122.59,0,0,0,3,"Bombing/Explosion",21,"Utilities",107,"Electricity",160,"Philippines",0,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)","Rocket propelled grenade",0,0,0,0
199705040003,1997,5,4,160,"Philippines",5,"Southeast Asia","Manila",14.6,120.98,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified",160,"Philippines",0,5,"Firearms",3,"Handgun","Pistol",2,0,0,0
199705040004,1997,5,4,36,"Cambodia",5,"Southeast Asia","Sihanoukville",10.61,103.53,0,1,0,2,"Armed Assault",10,"Journalists & Media",55,"Television Journalist/Staff/Facility",36,"Cambodia",0,5,"Firearms",2,"Automatic Weapon","Automatic firearm - AK-47",1,2,0,0
199705050001,1997,5,5,110,"Lebanon",10,"Middle East & North Africa","Khirbeh",34.59,36.02,0,1,0,3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",94,"Non-State Militia",110,"Lebanon",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,6,0,0
199705050002,1997,5,5,153,"Pakistan",6,"South Asia","Lahore",31.55,74.36,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",84,"Political Party Member/Rally",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,,0,0
199705050003,1997,5,5,160,"Philippines",5,"Southeast Asia","Titay",7.87,122.56,0,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",160,"Philippines",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705050004,1997,5,5,185,"Spain",8,"Western Europe","Vitoria",42.85,-2.67,0,1,0,3,"Bombing/Explosion",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost",185,"Spain",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705050005,1997,5,5,222,"Venezuela",3,"South America","Mesa de Tigre",7.6,-72.32,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",68,"Named Civilian",222,"Venezuela",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199705050006,1997,5,5,32,"Bulgaria",9,"Eastern Europe","Sofia",42.7,23.33,0,0,0,3,"Bombing/Explosion",19,"Transportation",,".",32,"Bulgaria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705050007,1997,5,5,43,"Chile",3,"South America","Santiago",-33.47,-70.64,0,1,0,8,"Unarmed Assault",3,"Police",25,"Police Security Forces/Officers",43,"Chile",0,9,"Melee",21,"Blunt Object","Stones",0,10,0,0
199705050008,1997,5,5,604,"Zaire",11,"Sub-Saharan Africa","Dubie",-8.56,28.54,0,1,0,6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",85,"Religious Figure",21,"Belgium",0,13,"Unknown",,".",,0,0,1,0
199705060001,1997,5,6,100,"Jamaica",2,"Central America & Caribbean","Tivoli Gardens",17.97,-76.8,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers",100,"Jamaica",0,5,"Firearms",5,"Unknown Gun Type","Firearm",5,16,0,0
199705060003,1997,5,6,153,"Pakistan",6,"South Asia","Gujranwala",32.16,74.19,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,,0,0
199705060004,1997,5,6,217,"United States",1,"North America","Greensboro",36.07,-79.79,0,1,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics",217,"United States",0,8,"Incendiary",,".","Incendiary",0,0,0,0
199705060005,1997,5,6,217,"United States",1,"North America","Yakima",46.6,-120.51,0,1,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics",217,"United States",0,8,"Incendiary",,".","Incendiary",0,0,0,0
199705060006,1997,5,6,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,1,1,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bombs",5,32,0,0
199705060007,1997,5,6,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,1,1,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bombs",5,32,0,0
199705060008,1997,5,6,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,1,1,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bombs",5,32,0,0
199705060009,1997,5,6,83,"Guatemala",2,"Central America & Caribbean","G.C.",14.62,-90.53,0,0,0,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)",83,"Guatemala",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199705060010,1997,5,6,141,"Nepal",6,"South Asia","Rukum district",28.74,82.48,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",141,"Nepal",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,1,0,0
199705070001,1997,5,7,92,"India",6,"South Asia","Singur",22.82,88.22,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",19,0,0,0
199705070002,1997,5,7,95,"Iraq",10,"Middle East & North Africa","Basra",30.5,47.82,0,1,0,3,"Bombing/Explosion",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost",95,"Iraq",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,0,0,0
199705070003,1997,5,7,147,"Nigeria",11,"Sub-Saharan Africa","Lagos",6.62,3.31,0,1,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",147,"Nigeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,5,0,0
199705070004,1997,5,7,177,"Sierra Leone",11,"Sub-Saharan Africa","Makeni",8.87,-12.04,0,1,0,2,"Armed Assault",7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)",422,"International",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,1,0,0
199705070005,1997,5,7,45,"Colombia",3,"South America","Barrancabermeja district",7.06,-73.85,0,1,0,3,"Bombing/Explosion",21,"Utilities",107,"Electricity",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705080001,1997,5,8,161,"Poland",9,"Eastern Europe","Rudna",51.51,16.27,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)",161,"Poland",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,4,0,0
199705080002,1997,5,8,167,"Russia",9,"Eastern Europe","Gagarinsky",55.69,37.53,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",,".",217,"United States",0,13,"Unknown",,".",,0,0,1,0
199705080003,1997,5,8,228,"Yemen",10,"Middle East & North Africa","Sanaa",15.33,44.21,0,1,0,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)",228,"Yemen",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199705080004,1997,5,8,5,"Albania",9,"Eastern Europe","Tirana",41.33,19.82,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",82,"Labor Union Related",5,"Albania",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705090001,1997,5,9,98,"Italy",8,"Western Europe","Venice",45.43,12.34,0,1,0,9,"Unknown",17,"Terrorists/Non-State Militia",93,"Terrorist",98,"Italy",0,13,"Unknown",,".",,0,0,0,0
199705090002,1997,5,9,603,"United Kingdom",8,"Western Europe","Belfast",54.6,-5.93,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",216,"Great Britain",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199705090003,1997,5,9,159,"Peru",3,"South America","Juanjui district",-7.18,-76.73,0,1,0,6,"Hostage Taking (Kidnapping)",2,"Government (General)",18,"Government Personnel (excluding police, military)",159,"Peru",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199705090004,1997,5,9,182,"Somalia",11,"Sub-Saharan Africa","Mogadishu",2.04,45.34,0,1,0,6,"Hostage Taking (Kidnapping)",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",182,"Somalia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199705090005,1997,5,9,69,"France",8,"Western Europe","Bastia",42.7,9.45,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705100001,1997,5,10,155,"West Bank and Gaza Strip",10,"Middle East & North Africa","Ramallah",31.9,35.2,0,1,0,1,"Assassination",1,"Business",,".",155,"West Bank and Gaza Strip",0,13,"Unknown",,".",,1,0,0,0
199705100002,1997,5,10,167,"Russia",9,"Eastern Europe","Grozny",43.32,45.68,0,1,0,6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",55,"Television Journalist/Staff/Facility",167,"Russia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199705100003,1997,5,10,45,"Colombia",3,"South America","Medellin",6.27,-75.57,0,1,0,1,"Assassination",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,9,"Melee",24,"Rope or Other Strangling Device","Strangled",4,0,0,0
199705100004,1997,5,10,69,"France",8,"Western Europe","Borgo",42.55,9.42,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705110001,1997,5,11,160,"Philippines",5,"Southeast Asia","Pigcawayan",7.28,124.43,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",76,"House/Apartment/Residence",160,"Philippines",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",5,0,0,0
199705110002,1997,5,11,6,"Algeria",10,"Middle East & North Africa","Medea",36.27,2.75,0,1,0,3,"Bombing/Explosion",20,"Unknown",,".",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bombs",2,11,0,0
199705110003,1997,5,11,6,"Algeria",10,"Middle East & North Africa","Bordj El Kiffan",36.75,3.19,0,1,0,3,"Bombing/Explosion",20,"Unknown",,".",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",13,30,0,0
199705110007,1997,5,11,45,"Colombia",3,"South America","Medellin",6.27,-75.57,0,1,0,1,"Assassination",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",3,1,0,0
199705120001,1997,5,12,92,"India",6,"South Asia","Unknown",,,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",11,0,0,0
199705120002,1997,5,12,95,"Iraq",10,"Middle East & North Africa","Dhi Qar",31.1,46.36,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",95,"Iraq",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",,,0,0
199705120003,1997,5,12,147,"Nigeria",11,"Sub-Saharan Africa","Ibadan",7.4,3.92,0,1,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",147,"Nigeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705120004,1997,5,12,186,"Sri Lanka",6,"South Asia","Morawewa",8.59,80.84,0,1,0,9,"Unknown",3,"Police",22,"Police Building (headquarters, station, school)",186,"Sri Lanka",0,13,"Unknown",,".",,0,0,0,0
199705120005,1997,5,12,209,"Turkey",10,"Middle East & North Africa","Istanbul",41.01,28.95,0,1,0,7,"Facility/Infrastructure Attack",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",209,"Turkey",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,1,0,0
199705120006,1997,5,12,44,"China",4,"East Asia","Donghuang",23.14,113.3,0,1,0,3,"Bombing/Explosion",19,"Transportation",99,"Bus (excluding tourists)",44,"China",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",5,6,0,0
199705120007,1997,5,12,44,"China",4,"East Asia","Unknown",43.79,87.63,0,0,0,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)",44,"China",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",0,1,0,0
199705120008,1997,5,12,604,"Zaire",11,"Sub-Saharan Africa","Goma",-1.66,29.22,0,1,0,2,"Armed Assault",7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)",422,"International",0,9,"Melee",23,"Knife or Other Sharp Object","Bayonet; Firearm",0,2,0,0
199705130001,1997,5,13,123,"Mali",11,"Sub-Saharan Africa","Bamako",12.65,-7.99,0,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",123,"Mali",0,8,"Incendiary",20,"Gasoline or Alcohol","Gasoline bombs",0,0,0,0
199705130002,1997,5,13,159,"Peru",3,"South America","Chanchamayo district",-11.06,-75.06,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",,".",75,"Germany",0,13,"Unknown",,".",,0,0,1,1
199705130003,1997,5,13,182,"Somalia",11,"Sub-Saharan Africa","Mogadishu",2.04,45.34,0,1,0,2,"Armed Assault",12,"NGO",62,"International NGO",182,"Somalia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,3,0,0
199705130004,1997,5,13,202,"Tajikistan",7,"Central Asia","Dushanbe",38.54,68.78,0,1,0,1,"Assassination",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",167,"Russia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199705130005,1997,5,13,603,"United Kingdom",8,"Western Europe","Randalstown",54.75,-6.32,0,1,0,1,"Assassination",14,"Private Citizens & Property",69,"Religion Identified",233,"Northern Ireland",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,,0,0
199705140001,1997,5,14,141,"Nepal",6,"South Asia","Rolpa district",28.38,82.65,0,1,0,1,"Assassination",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel",141,"Nepal",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,0,0,0
199705140002,1997,5,14,45,"Colombia",3,"South America","Barranquilla",10.98,-74.78,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",4,"Multinational Corporation",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199705140003,1997,5,14,69,"France",8,"Western Europe","Bastia",42.7,9.45,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705140004,1997,5,14,69,"France",8,"Western Europe","Bonifacio",41.39,9.16,0,1,0,3,"Bombing/Explosion",1,"Business",,".",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199705150001,1997,5,15,141,"Nepal",6,"South Asia","Rukum district",28.74,82.48,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",141,"Nepal",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,3,0,0
199705150002,1997,5,15,159,"Peru",3,"South America","Lima",-12.05,-77.04,0,1,0,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)",159,"Peru",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",0,25,0,0
199705150003,1997,5,15,45,"Colombia",3,"South America","Unknown",9.34,-73.65,0,1,0,9,"Unknown",4,"Military",29,"Military Unit/Patrol/Convoy",45,"Colombia",0,13,"Unknown",,".",,3,6,0,0
199705150004,1997,5,15,45,"Colombia",3,"South America","Unknown",5.76,-71.57,0,1,0,2,"Armed Assault",1,"Business",4,"Multinational Corporation",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199705150005,1997,5,15,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,7,"Facility/Infrastructure Attack",1,"Business",6,"Medical/Pharmaceutical",87,"Haiti",0,9,"Melee",21,"Blunt Object","Stones",0,5,0,0
199705160001,1997,5,16,92,"India",6,"South Asia","Bishenpur district",24.63,93.76,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",4,0,0,0
